"Year","Month","DayofMonth","DayOfWeek","DepTime","CRSDepTime","ArrTime","CRSArrTime","UniqueCarrier","FlightNum","TailNum","ActualElapsedTime","CRSElapsedTime","AirTime","ArrDelay","DepDelay","Origin","Dest","Distance","TaxiIn","TaxiOut","Cancelled","CancellationCode","Diverted","CarrierDelay","WeatherDelay","NASDelay","SecurityDelay","LateAircraftDelay","YearFiveFold","YearTenFold"
1987,10,27,2,1807,1745,2036,2017,"TW",891,,329,332,,19,22,"IAD","LAX",2288,,,0,,0,,,,,,4,0
1987,10,25,7,630,630,1213,1223,"TW",892,,223,233,,-10,0,"SJC","STL",1716,,,0,,0,,,,,,4,0
1987,10,7,3,1314,1301,1617,1557,"TW",892,,123,116,,20,13,"STL","DCA",719,,,0,,0,,,,,,0,0
1987,10,5,1,1509,1505,1615,1612,"TW",904,,66,67,,3,4,"BOS","JFK",187,,,0,,0,,,,,,3,0
1987,10,25,7,1053,1052,1457,1500,"TW",906,,184,188,,-3,1,"DFW","JFK",1391,,,0,,0,,,,,,4,0
1987,10,9,5,913,915,1008,1004,"TW",906,,55,49,,4,-2,"OKC","DFW",175,,,0,,0,,,,,,4,0
1987,10,13,2,1016,1015,1808,1830,"TW",912,,292,315,,-22,1,"LAX","JFK",2475,,,0,,0,,,,,,2,0
1987,10,3,6,844,845,1730,1648,"UA",4,,346,303,,42,-1,"LAX","EWR",2454,,,0,,0,,,,,,1,0
1987,10,28,3,844,845,1655,1648,"UA",4,,311,303,,7,-1,"LAX","EWR",2454,,,0,,0,,,,,,0,0
1987,10,10,6,1232,1225,2018,2032,"UA",8,,286,307,,-14,7,"LAX","JFK",2475,,,0,,0,,,,,,2,0
1987,10,14,3,1150,1150,1200,1202,"UA",9,,70,72,,-2,0,"CLE","ORD",316,,,0,,0,,,,,,2,0
1987,10,15,4,1150,1150,1158,1202,"UA",9,,68,72,,-4,0,"CLE","ORD",316,,,0,,0,,,,,,4,0
1987,10,27,2,1149,1150,1158,1202,"UA",9,,69,72,,-4,-1,"CLE","ORD",316,,,0,,0,,,,,,3,0
1987,10,11,7,1259,1300,1632,1650,"UA",9,,513,530,,-18,-1,"ORD","OGG",4184,,,0,,0,,,,,,1,0
1987,10,20,2,1309,1300,1704,1650,"UA",9,,535,530,,14,9,"ORD","OGG",4184,,,0,,0,,,,,,1,0
1987,10,23,5,1758,1800,2054,2047,"UA",11,,356,347,,7,-2,"EWR","LAX",2454,,,0,,0,,,,,,2,0
1987,10,14,3,2159,2200,549,551,"UA",12,,290,291,,-2,-1,"LAX","EWR",2454,,,0,,0,,,,,,4,0
1987,10,13,2,1222,1220,2034,2040,"UA",18,,312,320,,-6,2,"SFO","JFK",2586,,,0,,0,,,,,,4,0
1987,10,8,4,1322,1315,2120,2103,"UA",20,,298,288,,17,7,"SFO","IAD",2419,,,0,,0,,,,,,4,0
1987,10,14,3,1315,1315,2111,2103,"UA",20,,296,288,,8,0,"SFO","IAD",2419,,,0,,0,,,,,,2,0
1987,10,1,4,914,900,1208,1120,"UA",21,,354,320,,48,14,"IAD","SFO",2419,,,0,,0,,,,,,1,0
1987,10,24,6,719,720,806,810,"UA",21,,47,50,,-4,-1,"PHL","IAD",134,,,0,,0,,,,,,1,0
1987,10,23,5,2132,2130,24,31,"UA",27,,352,361,,-7,2,"EWR","SFO",2565,,,0,,0,,,,,,2,0
1987,10,24,6,2128,2130,12,31,"UA",27,,344,361,,-19,-2,"EWR","SFO",2565,,,0,,0,,,,,,1,0
1987,10,4,7,1244,1245,2105,2050,"UA",28,,321,305,,15,-1,"HNL","LAX",2556,,,0,,0,,,,,,4,0
1987,10,9,5,1243,1245,2046,2050,"UA",28,,303,305,,-4,-2,"HNL","LAX",2556,,,0,,0,,,,,,3,0
1987,10,18,7,1345,1330,2157,2136,"UA",34,,312,306,,21,15,"SFO","EWR",2565,,,0,,0,,,,,,0,0
1987,10,8,4,2048,2050,517,527,"UA",36,,329,337,,-10,-2,"ANC","ORD",2846,,,0,,0,,,,,,4,0
1987,10,12,1,2105,2105,2326,2330,"UA",37,,321,325,,-4,0,"IAD","SFO",2419,,,0,,0,,,,,,0,0
1987,10,18,7,2213,2215,558,617,"UA",38,,285,302,,-19,-2,"SFO","EWR",2565,,,0,,0,,,,,,2,0
1987,10,20,2,2212,2215,605,617,"UA",38,,293,302,,-12,-3,"SFO","EWR",2565,,,0,,0,,,,,,2,0
1987,10,30,5,2228,2215,636,617,"UA",38,,308,302,,19,13,"SFO","EWR",2565,,,0,,0,,,,,,4,0
1987,10,17,6,2352,2350,700,656,"UA",44,,248,246,,4,2,"LAX","CLE",2053,,,0,,0,,,,,,0,0
1987,10,6,2,2058,2100,2228,2216,"UA",44,,90,76,,12,-2,"SFO","LAX",337,,,0,,0,,,,,,3,0
1987,10,11,7,2125,2100,2304,2216,"UA",44,,99,76,,48,25,"SFO","LAX",337,,,0,,0,,,,,,0,0
1987,10,29,4,2141,2100,2307,2216,"UA",44,,86,76,,51,41,"SFO","LAX",337,,,0,,0,,,,,,1,0
1987,10,16,5,730,730,858,858,"UA",47,,268,268,,0,0,"CLE","LAX",2053,,,0,,0,,,,,,1,0
1987,10,5,1,856,855,1620,1608,"UA",48,,264,253,,12,1,"LAX","CLE",2053,,,0,,0,,,,,,0,0
1987,10,8,4,657,700,808,818,"UA",48,,71,78,,-10,-3,"SFO","LAX",337,,,0,,0,,,,,,1,0
1987,10,15,4,657,700,810,818,"UA",48,,73,78,,-8,-3,"SFO","LAX",337,,,0,,0,,,,,,2,0
1987,10,17,6,830,830,1629,1618,"UA",50,,299,288,,11,0,"SFO","IAD",2419,,,0,,0,,,,,,4,0
1987,10,19,1,856,850,1116,1052,"UA",51,,320,302,,24,6,"IAD","LAX",2288,,,0,,0,,,,,,2,0
1987,10,15,4,1741,1730,2005,1932,"UA",55,,324,302,,33,11,"IAD","LAX",2288,,,0,,0,,,,,,2,0
1987,10,31,6,1729,1730,1951,1947,"UA",55,,322,317,,4,-1,"IAD","LAX",2288,,,0,,0,,,,,,1,0
1987,10,18,7,604,605,639,636,"UA",56,,35,31,,3,-1,"IAD","BWI",45,,,0,,0,,,,,,1,0
1987,10,27,2,604,605,636,636,"UA",56,,32,31,,0,-1,"IAD","BWI",45,,,0,,0,,,,,,2,0
1987,10,16,5,1735,1730,1957,1950,"UA",57,,322,320,,7,5,"IAD","SFO",2419,,,0,,0,,,,,,3,0
1987,10,28,3,1312,1300,2158,2120,"UA",58,,346,320,,38,12,"SFO","BOS",2704,,,0,,0,,,,,,3,0
1987,10,1,4,657,700,753,818,"UA",61,,116,138,,-25,-3,"LGA","ORD",733,,,0,,0,,,,,,1,0
1987,10,4,7,,700,,818,"UA",61,,,138,,,,"LGA","ORD",733,,,1,,0,,,,,,4,0
1987,10,5,1,757,800,858,921,"UA",63,,121,141,,-23,-3,"LGA","ORD",733,,,0,,0,,,,,,3,0
1987,10,19,1,1003,1000,1245,1251,"UA",68,,102,111,,-6,3,"ORD","LGA",733,,,0,,0,,,,,,1,0
1987,10,7,3,1105,1100,1355,1348,"UA",70,,110,108,,7,5,"ORD","LGA",733,,,0,,0,,,,,,0,0
1987,10,23,5,841,843,1013,1020,"UA",70,,92,97,,-7,-2,"TUL","ORD",585,,,0,,0,,,,,,2,0
1987,10,20,2,1157,1200,1306,1314,"UA",71,,129,134,,-8,-3,"LGA","ORD",733,,,0,,0,,,,,,4,0
1987,10,5,1,1158,1200,1454,1448,"UA",72,,116,108,,6,-2,"ORD","LGA",733,,,0,,0,,,,,,4,0
1987,10,13,2,1201,1200,1452,1448,"UA",72,,111,108,,4,1,"ORD","LGA",733,,,0,,0,,,,,,4,0
1987,10,31,6,1158,1200,1442,1447,"UA",72,,104,107,,-5,-2,"ORD","LGA",733,,,0,,0,,,,,,4,0
1987,10,8,4,1308,1300,1420,1414,"UA",73,,132,134,,6,8,"LGA","ORD",733,,,0,,0,,,,,,1,0
1987,10,13,2,1258,1300,1550,1548,"UA",74,,112,108,,2,-2,"ORD","LGA",733,,,0,,0,,,,,,3,0
1987,10,13,2,1457,1500,1757,1753,"UA",78,,120,113,,4,-3,"ORD","LGA",733,,,0,,0,,,,,,0,0
1987,10,16,5,1502,1500,1755,1753,"UA",78,,113,113,,2,2,"ORD","LGA",733,,,0,,0,,,,,,4,0
1987,10,1,4,1925,1903,2055,2031,"UA",81,,210,208,,24,22,"ORD","TUS",1437,,,0,,0,,,,,,2,0
1987,10,3,6,1859,1903,2016,2031,"UA",81,,197,208,,-15,-4,"ORD","TUS",1437,,,0,,0,,,,,,1,0
1987,10,8,4,1916,1903,2050,2031,"UA",81,,214,208,,19,13,"ORD","TUS",1437,,,0,,0,,,,,,4,0
1987,10,19,1,1906,1903,2056,2031,"UA",81,,230,208,,25,3,"ORD","TUS",1437,,,0,,0,,,,,,4,0
1987,10,22,4,1902,1903,2039,2031,"UA",81,,217,208,,8,-1,"ORD","TUS",1437,,,0,,0,,,,,,2,0
1987,10,1,4,1701,1700,2007,1958,"UA",82,,126,118,,9,1,"ORD","LGA",733,,,0,,0,,,,,,2,0
1987,10,2,5,1659,1700,2003,1958,"UA",82,,124,118,,5,-1,"ORD","LGA",733,,,0,,0,,,,,,4,0
1987,10,11,7,1807,1800,1946,1932,"UA",83,,159,152,,14,7,"LGA","ORD",733,,,0,,0,,,,,,2,0
1987,10,26,1,1859,1900,2223,2157,"UA",86,,144,117,,26,-1,"ORD","LGA",733,,,0,,0,,,,,,0,0
1987,10,8,4,1958,2000,2118,2118,"UA",87,,140,138,,0,-2,"LGA","ORD",733,,,0,,0,,,,,,4,0
1987,10,22,4,2057,2100,2204,2209,"UA",89,,127,129,,-5,-3,"LGA","ORD",733,,,0,,0,,,,,,0,0
1987,10,9,5,716,715,807,759,"UA",91,,51,44,,8,1,"BDL","BOS",91,,,0,,0,,,,,,4,0
1987,10,30,5,849,850,1146,1155,"UA",91,,357,365,,-9,-1,"BOS","LAX",2611,,,0,,0,,,,,,0,0
1987,10,7,3,2109,2110,2152,2150,"UA",96,,43,40,,2,-1,"BOS","BDL",91,,,0,,0,,,,,,1,0
1987,10,14,3,2111,2110,2148,2150,"UA",96,,37,40,,-2,1,"BOS","BDL",91,,,0,,0,,,,,,4,0
1987,10,12,1,1225,1220,2039,2035,"UA",96,,314,315,,4,5,"LAX","BOS",2611,,,0,,0,,,,,,3,0
1987,10,26,1,1221,1220,2017,2035,"UA",96,,296,315,,-18,1,"LAX","BOS",2611,,,0,,0,,,,,,4,0
1987,10,21,3,859,900,1025,1017,"UA",97,,146,137,,8,-1,"DEN","LAX",862,,,0,,0,,,,,,0,0
1987,10,20,2,628,630,747,757,"UA",97,,139,147,,-10,-2,"MKE","DEN",895,,,0,,0,,,,,,3,0
1987,10,19,1,818,800,1032,1003,"UA",101,,254,243,,29,18,"ORD","LAX",1745,,,0,,0,,,,,,0,0
1987,10,3,6,1001,1000,1156,1205,"UA",103,,235,245,,-9,1,"ORD","LAX",1745,,,0,,0,,,,,,1,0
1987,10,17,6,1003,1000,1201,1205,"UA",103,,238,245,,-4,3,"ORD","LAX",1745,,,0,,0,,,,,,3,0
1987,10,30,5,855,900,1435,1455,"UA",104,,220,235,,-20,-5,"LAX","ORD",1745,,,0,,0,,,,,,3,0
1987,10,13,2,1103,1100,1300,1301,"UA",105,,237,241,,-1,3,"ORD","LAX",1745,,,0,,0,,,,,,4,0
1987,10,14,3,1039,1039,1205,1204,"UA",107,,146,145,,1,0,"BOS","ORD",867,,,0,,0,,,,,,1,0
1987,10,16,5,1037,1039,1205,1204,"UA",107,,148,145,,1,-2,"BOS","ORD",867,,,0,,0,,,,,,0,0
1987,10,5,1,1559,1600,2154,2142,"UA",110,,235,222,,12,-1,"LAX","ORD",1745,,,0,,0,,,,,,2,0
1987,10,13,2,1558,1600,2202,2142,"UA",110,,244,222,,20,-2,"LAX","ORD",1745,,,0,,0,,,,,,0,0
1987,10,9,5,1331,1330,1441,1446,"UA",111,,130,136,,-5,1,"EWR","ORD",719,,,0,,0,,,,,,3,0
1987,10,20,2,1328,1330,1445,1446,"UA",111,,137,136,,-1,-2,"EWR","ORD",719,,,0,,0,,,,,,3,0
1987,10,14,3,158,200,737,740,"UA",112,,219,220,,-3,-2,"LAX","ORD",1745,,,0,,0,,,,,,1,0
1987,10,20,2,832,835,1034,1036,"UA",112,,62,61,,-2,-3,"ORD","DAY",240,,,0,,0,,,,,,1,0
1987,10,26,1,834,835,1030,1036,"UA",112,,56,61,,-6,-1,"ORD","DAY",240,,,0,,0,,,,,,3,0
1987,10,1,4,1922,1920,2023,2010,"UA",114,,61,50,,13,2,"LIH","OGG",202,,,0,,0,,,,,,1,0
1987,10,19,1,900,900,1119,1100,"UA",115,,259,240,,19,0,"ORD","LAX",1745,,,0,,0,,,,,,3,0
1987,10,15,4,2300,2300,440,436,"UA",116,,220,216,,4,0,"LAX","ORD",1745,,,0,,0,,,,,,3,0
1987,10,8,4,2159,2200,21,1,"UA",117,,262,241,,20,-1,"ORD","LAX",1745,,,0,,0,,,,,,4,0
1987,10,30,5,2222,2200,39,4,"UA",117,,257,244,,35,22,"ORD","LAX",1745,,,0,,0,,,,,,1,0
1987,10,1,4,656,655,953,948,"UA",118,,117,113,,5,1,"ORD","PHL",678,,,0,,0,,,,,,3,0
1987,10,28,3,1703,1710,1747,1754,"UA",119,,44,44,,-7,-7,"OGG","LIH",202,,,0,,0,,,,,,4,0
1987,10,15,4,1416,1320,1646,1528,"UA",119,,330,308,,78,56,"SFO","OGG",2338,,,0,,0,,,,,,4,0
1987,10,16,5,1357,1320,1635,1528,"UA",119,,338,308,,67,37,"SFO","OGG",2338,,,0,,0,,,,,,4,0
1987,10,13,2,1240,1225,2014,2007,"UA",120,,274,282,,7,15,"KOA","SFO",2367,,,0,,0,,,,,,3,0
1987,10,27,2,1323,1325,2052,2007,"UA",120,,329,282,,45,-2,"KOA","SFO",2367,,,0,,0,,,,,,3,0
1987,10,3,6,2130,2120,2322,2305,"UA",120,,112,105,,17,10,"SFO","SEA",679,,,0,,0,,,,,,1,0
1987,10,28,3,1309,1300,1518,1512,"UA",121,,249,252,,6,9,"ORD","SFO",1846,,,0,,0,,,,,,2,0
1987,10,4,7,1425,1420,1706,1700,"UA",122,,101,100,,6,5,"ORD","IAD",589,,,0,,0,,,,,,3,0
1987,10,19,1,,910,,1120,"UA",125,,,310,,,,"SFO","KOA",2367,,,1,,0,,,,,,2,0
1987,10,25,7,756,800,1008,1014,"UA",127,,252,254,,-6,-4,"ORD","SFO",1846,,,0,,0,,,,,,3,0
1987,10,2,5,2012,2002,2300,2255,"UA",128,,108,113,,5,10,"ORD","PHL",678,,,0,,0,,,,,,1,0
1987,10,4,7,2011,2002,2308,2255,"UA",128,,117,113,,13,9,"ORD","PHL",678,,,0,,0,,,,,,1,0
1987,10,10,6,1313,1300,1924,1903,"UA",128,,251,243,,21,13,"SFO","ORD",1846,,,0,,0,,,,,,0,0
1987,10,27,2,1314,1300,1922,1903,"UA",128,,248,243,,19,14,"SFO","ORD",1846,,,0,,0,,,,,,3,0
1987,10,7,3,1607,1600,2151,2150,"UA",130,,224,230,,1,7,"SFO","ORD",1846,,,0,,0,,,,,,3,0
1987,10,25,7,1559,1600,2206,2150,"UA",130,,247,230,,16,-1,"SFO","ORD",1846,,,0,,0,,,,,,3,0
1987,10,27,2,2256,2300,548,544,"UA",134,,292,284,,4,-4,"OGG","LAX",2486,,,0,,0,,,,,,3,0
1987,10,16,5,1652,1650,1902,1805,"UA",135,,190,135,,57,2,"BDL","ORD",783,,,0,,0,,,,,,0,0
1987,10,2,5,844,846,1133,1137,"UA",138,,109,111,,-4,-2,"ORD","PHL",678,,,0,,0,,,,,,3,0
1987,10,16,5,959,1002,1213,1220,"UA",139,,254,258,,-7,-3,"ORD","SJC",1829,,,0,,0,,,,,,0,0
1987,10,3,6,1408,1403,1734,1716,"UA",140,,146,133,,18,5,"ORD","BOS",867,,,0,,0,,,,,,3,0
1987,10,27,2,744,735,1320,1313,"UA",140,,216,218,,7,9,"SEA","ORD",1721,,,0,,0,,,,,,3,0
1987,10,29,4,923,855,929,909,"UA",141,,66,74,,20,28,"CLE","ORD",316,,,0,,0,,,,,,4,0
1987,10,5,1,1022,1017,1245,1219,"UA",141,,263,242,,26,5,"ORD","PDX",1739,,,0,,0,,,,,,2,0
1987,10,10,6,1013,1010,1218,1215,"UA",143,,245,245,,3,3,"ORD","SEA",1721,,,0,,0,,,,,,1,0
1987,10,21,3,1008,1010,1221,1215,"UA",143,,253,245,,6,-2,"ORD","SEA",1721,,,0,,0,,,,,,4,0
1987,10,18,7,1032,1030,1558,1601,"UA",144,,206,211,,-3,2,"SEA","ORD",1721,,,0,,0,,,,,,2,0
1987,10,24,6,1028,1030,1606,1601,"UA",144,,218,211,,5,-2,"SEA","ORD",1721,,,0,,0,,,,,,1,0
1987,10,23,5,1844,1845,2057,2053,"UA",145,,253,248,,4,-1,"ORD","PDX",1739,,,0,,0,,,,,,4,0
1987,10,11,7,1401,1349,1639,1629,"UA",146,,98,100,,10,12,"ORD","BWI",622,,,0,,0,,,,,,4,0
1987,10,23,5,1327,1328,1901,1909,"UA",148,,214,221,,-8,-1,"PDX","ORD",1739,,,0,,0,,,,,,1,0
1987,10,30,5,1327,1328,1920,1909,"UA",148,,233,221,,11,-1,"PDX","ORD",1739,,,0,,0,,,,,,3,0
1987,10,19,1,2014,2010,2118,2057,"UA",151,,124,107,,21,4,"IAD","ORD",589,,,0,,0,,,,,,2,0
1987,10,4,7,40,36,117,115,"UA",151,,37,39,,2,4,"SEA","PDX",129,,,0,,0,,,,,,0,0
1987,10,29,4,1650,1650,1849,1854,"UA",152,,59,64,,-5,0,"ORD","DTW",235,,,0,,0,,,,,,3,0
1987,10,5,1,1249,1249,1506,1451,"UA",153,,257,242,,15,0,"ORD","PDX",1739,,,0,,0,,,,,,0,0
1987,10,24,6,1247,1249,1438,1451,"UA",153,,231,242,,-13,-2,"ORD","PDX",1739,,,0,,0,,,,,,1,0
1987,10,8,4,1535,1535,1611,1615,"UA",153,,36,40,,-4,0,"PDX","SEA",129,,,0,,0,,,,,,0,0
1987,10,19,1,611,612,818,812,"UA",154,,67,60,,6,-1,"ORD","CLE",316,,,0,,0,,,,,,2,0
1987,10,2,5,1616,1529,1809,1729,"UA",155,,233,240,,40,47,"ORD","SEA",1721,,,0,,0,,,,,,2,0
1987,10,24,6,1550,1529,1742,1729,"UA",155,,232,240,,13,21,"ORD","SEA",1721,,,0,,0,,,,,,4,0
1987,10,31,6,2358,2355,520,522,"UA",156,,202,207,,-2,3,"PDX","ORD",1739,,,0,,0,,,,,,0,0
1987,10,19,1,9,10,537,538,"UA",156,,208,208,,-1,-1,"SEA","ORD",1721,,,0,,0,,,,,,1,0
1987,10,21,3,1257,1250,1508,1453,"UA",159,,251,243,,15,7,"ORD","SEA",1721,,,0,,0,,,,,,2,0
1987,10,21,3,632,635,1153,1157,"UA",160,,201,202,,-4,-3,"DEN","LGA",1619,,,0,,0,,,,,,2,0
1987,10,30,5,642,635,1207,1157,"UA",160,,205,202,,10,7,"DEN","LGA",1619,,,0,,0,,,,,,1,0
1987,10,12,1,856,900,1042,1108,"UA",161,,226,248,,-26,-4,"LGA","DEN",1619,,,0,,0,,,,,,1,0
1987,10,18,7,1035,1024,1610,1559,"UA",162,,215,215,,11,11,"DEN","LGA",1619,,,0,,0,,,,,,2,0
1987,10,19,1,1024,1024,1559,1559,"UA",162,,215,215,,0,0,"DEN","LGA",1619,,,0,,0,,,,,,4,0
1987,10,17,6,1519,1519,2039,2051,"UA",164,,200,212,,-12,0,"DEN","LGA",1619,,,0,,0,,,,,,1,0
1987,10,6,2,1110,1111,1421,1426,"UA",164,,131,135,,-5,-1,"SJC","DEN",948,,,0,,0,,,,,,1,0
1987,10,25,7,2059,2100,2227,2225,"UA",165,,148,145,,2,-1,"DEN","SFO",967,,,0,,0,,,,,,4,0
1987,10,13,2,1426,1420,1741,1726,"UA",166,,135,126,,15,6,"SMF","DEN",910,,,0,,0,,,,,,4,0
1987,10,13,2,639,640,940,946,"UA",168,,121,126,,-6,-1,"SAN","DEN",853,,,0,,0,,,,,,3,0
1987,10,8,4,850,849,928,929,"UA",173,,98,100,,-1,1,"DEN","LAS",629,,,0,,0,,,,,,3,0
1987,10,28,3,600,600,738,753,"UA",173,,218,233,,-15,0,"EWR","DEN",1605,,,0,,0,,,,,,0,0
1987,10,28,3,614,615,930,939,"UA",174,,136,144,,-9,-1,"SEA","DEN",1024,,,0,,0,,,,,,4,0
1987,10,30,5,614,615,939,939,"UA",174,,145,144,,0,-1,"SEA","DEN",1024,,,0,,0,,,,,,0,0
1987,10,5,1,857,900,1109,1058,"UA",175,,252,238,,11,-3,"EWR","DEN",1605,,,0,,0,,,,,,1,0
1987,10,9,5,900,900,1109,1058,"UA",175,,249,238,,11,0,"EWR","DEN",1605,,,0,,0,,,,,,2,0
1987,10,4,7,1148,1100,1513,1420,"UA",176,,145,140,,53,48,"SFO","DEN",967,,,0,,0,,,,,,3,0
1987,10,20,2,1118,1100,1434,1420,"UA",176,,136,140,,14,18,"SFO","DEN",967,,,0,,0,,,,,,4,0
1987,10,2,5,1834,1837,6,9,"UA",178,,212,212,,-3,-3,"DEN","EWR",1605,,,0,,0,,,,,,4,0
1987,10,6,2,1835,1837,2358,9,"UA",178,,203,212,,-11,-2,"DEN","EWR",1605,,,0,,0,,,,,,0,0
1987,10,13,2,1337,1340,2154,2130,"UA",182,,317,290,,24,-3,"HNL","SFO",2398,,,0,,0,,,,,,2,0
1987,10,4,7,2140,2140,545,528,"UA",184,,305,288,,17,0,"HNL","SFO",2398,,,0,,0,,,,,,1,0
1987,10,17,6,2138,2140,509,528,"UA",184,,271,288,,-19,-2,"HNL","SFO",2398,,,0,,0,,,,,,4,0
1987,10,21,3,1415,1400,1643,1610,"UA",185,,328,310,,33,15,"SFO","HNL",2398,,,0,,0,,,,,,2,0
1987,10,10,6,937,920,1143,1130,"UA",187,,306,310,,13,17,"SFO","HNL",2398,,,0,,0,,,,,,4,0
1987,10,22,4,920,920,1131,1130,"UA",187,,311,310,,1,0,"SFO","HNL",2398,,,0,,0,,,,,,2,0
1987,10,12,1,1610,1550,4,2355,"UA",194,,294,305,,9,20,"HNL","LAX",2556,,,0,,0,,,,,,2,0
1987,10,27,2,1649,1650,1,2355,"UA",194,,312,305,,6,-1,"HNL","LAX",2556,,,0,,0,,,,,,1,0
1987,10,2,5,859,900,1149,1205,"UA",201,,410,425,,-16,-1,"DEN","HNL",3365,,,0,,0,,,,,,4,0
1987,10,6,2,857,900,1159,1205,"UA",201,,422,425,,-6,-3,"DEN","HNL",3365,,,0,,0,,,,,,1,0
1987,10,23,5,900,900,1207,1205,"UA",201,,427,425,,2,0,"DEN","HNL",3365,,,0,,0,,,,,,2,0
1987,10,24,6,858,900,1148,1205,"UA",201,,410,425,,-17,-2,"DEN","HNL",3365,,,0,,0,,,,,,1,0
1987,10,11,7,944,930,1149,1115,"UA",205,,245,225,,34,14,"IAH","SFO",1635,,,0,,0,,,,,,2,0
1987,10,12,1,710,710,837,845,"UA",205,,147,155,,-8,0,"MIA","IAH",964,,,0,,0,,,,,,0,0
1987,10,21,3,710,710,847,845,"UA",205,,157,155,,2,0,"MIA","IAH",964,,,0,,0,,,,,,1,0
1987,10,25,7,709,710,853,845,"UA",205,,164,155,,8,-1,"MIA","IAH",964,,,0,,0,,,,,,1,0
1987,10,19,1,1023,1000,1240,1148,"UA",206,,137,108,,52,23,"SEA","SFO",679,,,0,,0,,,,,,3,0
1987,10,1,4,1246,1247,1436,1438,"UA",207,,230,231,,-2,-1,"ORD","SAN",1723,,,0,,0,,,,,,2,0
1987,10,16,5,820,823,1041,1049,"UA",208,,81,86,,-8,-3,"ORD","BUF",473,,,0,,0,,,,,,3,0
1987,10,21,3,820,823,1041,1049,"UA",208,,81,86,,-8,-3,"ORD","BUF",473,,,0,,0,,,,,,1,0
1987,10,15,4,629,630,732,732,"UA",208,,63,62,,0,-1,"STL","ORD",258,,,0,,0,,,,,,1,0
1987,10,24,6,630,630,731,732,"UA",208,,61,62,,-1,0,"STL","ORD",258,,,0,,0,,,,,,3,0
1987,10,1,4,1730,1730,1924,1945,"UA",211,,234,255,,-21,0,"JFK","DEN",1626,,,0,,0,,,,,,1,0
1987,10,24,6,658,700,935,949,"UA",216,,97,109,,-14,-2,"DEN","DFW",641,,,0,,0,,,,,,1,0
1987,10,29,4,2014,2012,2336,2320,"UA",218,,142,128,,16,2,"ORD","BOS",867,,,0,,0,,,,,,1,0
1987,10,12,1,118,120,516,522,"UA",219,,178,182,,-6,-2,"ANC","SEA",1449,,,0,,0,,,,,,4,0
1987,10,14,3,117,120,458,522,"UA",219,,161,182,,-24,-3,"ANC","SEA",1449,,,0,,0,,,,,,4,0
1987,10,8,4,2348,2350,42,40,"UA",219,,54,50,,2,-2,"FAI","ANC",261,,,0,,0,,,,,,3,0
1987,10,28,3,700,700,1007,1015,"UA",220,,127,135,,-8,0,"DEN","ORD",888,,,0,,0,,,,,,4,0
1987,10,24,6,758,800,1101,1115,"UA",222,,123,135,,-14,-2,"DEN","ORD",888,,,0,,0,,,,,,1,0
1987,10,18,7,810,810,854,904,"UA",225,,104,114,,-10,0,"BWI","ORD",622,,,0,,0,,,,,,0,0
1987,10,16,5,958,1000,1304,1314,"UA",226,,126,134,,-10,-2,"DEN","ORD",888,,,0,,0,,,,,,2,0
1987,10,6,2,1257,1300,1411,1425,"UA",227,,134,145,,-14,-3,"DEN","SFO",967,,,0,,0,,,,,,1,0
1987,10,13,2,1327,1300,1446,1425,"UA",227,,139,145,,21,27,"DEN","SFO",967,,,0,,0,,,,,,2,0
1987,10,7,3,1159,1200,1514,1520,"UA",230,,135,140,,-6,-1,"DEN","ORD",888,,,0,,0,,,,,,2,0
1987,10,13,2,1258,1300,1426,1420,"UA",231,,148,140,,6,-2,"ORD","DEN",888,,,0,,0,,,,,,0,0
1987,10,3,6,1654,1658,1855,1906,"UA",232,,61,68,,-11,-4,"ORD","CLE",316,,,0,,0,,,,,,1,0
1987,10,20,2,1713,1658,1925,1906,"UA",232,,72,68,,19,15,"ORD","CLE",316,,,0,,0,,,,,,4,0
1987,10,7,3,1413,1408,1414,1420,"UA",233,,61,72,,-6,5,"CLE","ORD",316,,,0,,0,,,,,,1,0
1987,10,14,3,1412,1408,1417,1420,"UA",233,,65,72,,-3,4,"CLE","ORD",316,,,0,,0,,,,,,1,0
1987,10,5,1,1659,1700,2006,2015,"UA",236,,127,135,,-9,-1,"DEN","ORD",888,,,0,,0,,,,,,0,0
1987,10,5,1,1759,1800,1908,1925,"UA",239,,129,145,,-17,-1,"ORD","DEN",888,,,0,,0,,,,,,0,0
1987,10,20,2,1929,1800,2051,1925,"UA",239,,142,145,,86,89,"ORD","DEN",888,,,0,,0,,,,,,3,0
1987,10,29,4,1802,1800,1931,1925,"UA",239,,149,145,,6,2,"ORD","DEN",888,,,0,,0,,,,,,0,0
1987,10,17,6,1900,1900,2220,2219,"UA",240,,140,139,,1,0,"DEN","ORD",888,,,0,,0,,,,,,4,0
1987,10,7,3,2024,2000,2329,2304,"UA",242,,125,124,,25,24,"DEN","ORD",888,,,0,,0,,,,,,0,0
1987,10,21,3,2014,2000,2317,2304,"UA",242,,123,124,,13,14,"DEN","ORD",888,,,0,,0,,,,,,3,0
1987,10,22,4,2000,2000,2304,2304,"UA",242,,124,124,,0,0,"DEN","ORD",888,,,0,,0,,,,,,0,0
1987,10,16,5,1850,1851,2001,2010,"UA",244,,71,79,,-9,-1,"BIL","DEN",455,,,0,,0,,,,,,0,0
